41201	70	484	77	509	-10	-8	0
41211	122	482	137	501	-11	-8	0
41221	263	487	301	493	28	-8	0
#WHIPS 3 right
41202	1520	484	1527	509	10	-8	0
41212	1460	482	1475	501	11	-8	0
41222	1296	487	1334	493	-15	-8	0
#==================LAMP SPRITES===============================
42000	175	1	190	32	0	0	60
42001	192	1	207	32	0	0	60
#==================CANDLE SPRITES===============================
42010	157	1	164	16	0	0	60
42021	166	1	173	16	0	0	60
#==================ZOOMBIE SPRITES===============================
43011	1	28	16	59	0	0	80
43021	18	28	33	59	0	0	80
43012	931	28	946	59	0	0	80
43022	914	28	929	59	0	0	80
#==================HEART SPRITES===============================
44000	27	1	42	16	0	0	60
#==================WHIPS UPDATE SPRITES===============================
45000	1	1	16	16	0	0	60
#===================BAT SPRITE =================================
56001	237	11	252	26	0	0	80
56002	695	11	710	26	0	0	80
#========left
56011	254	11	269	26	0	0	80
56021	271	11	286	26	0	0	80
56031	288	11	303	26	0	0	80
#========right
56012	644	11	659	26	0	0	80
56022	661	11	676	26	0	0	80
56032	678	11	693	26	0	0	80
#===================WOFT SPRITE
57001	56	11	79	26	0	0	80
57002	868	11	891	26	0	0	80
#JUMP LEFT
57011	81	11	112	26	0	0	80
#JUMP RIGHT
57012	835	11	866	26	0	0	80
#RUN LEFT
57021	114	11	145	26	0	0	80
57031	147	11	178	26	0	0	80
#RUN RIGHT
57022	769	11	800	26	0	0	80
57032	802	11	833	26	0	0	80
#===================KNIGHT SPRITE
58001	399	29	414	59	0	0	80
58002	533	29	548	59	0	0	80
#RUN LEFT
58011	416	28	431	59	0	0	80
58021	433	29	448	59	0	0	80
#RUN RIGHT
58012	516	28	531	59	0	0	80
58022	499	29	514	59	0	0	80
#===================BOSS SPRITE
#IDLE
59001	1	11	16	26	0	0	120
#FLY
59011	18	11	65	34	0	0	120
59021	67	11	98	33	-8	0	120
#================== SUB WEAPON =========================================================
#==================	DAGGER PICKER ===============================
46000	1	18	16	33	0	0	60
#==================	DAGGER LEFT FLY ===============================
47001	1228	480	1243	488	0	0	0
#==================	DAGGER RIGHT FLY ===============================
47002	354	480	369	488	0	0	0
#==================	HOLY PICKER ===============================
48000	35	18	50	33	0	0	60
#==================	HOLY LEFT FLY ===============================
49001	586	484	595	491	0	0	0
#==================	HOLY RIGHT FLY ===============================
49002	1002	484	1011	491	0	0	0
#==================	HOLY EXPLOID ===============================
50001	623	477	638	491	0	5	0
51001	640	477	655	491	0	5	0
#===================AXE PICKER =====================================
52000	18	18	33	33	0	0	60
#===================AXE IDLE==============
53000	515	477	529	490	0	0	0
53010	533	477	547	490	0	0	0
53020	550	477	564	490	0	0	0
53030	566	477	580	490	0	0	0
#===================BOOMERANG PICKER==================================
54000	69	18	84	33	0	0	60
#===================BOOMERANG IDLE=============
55000	401	478	415	491	0	0	0
55001	418	478	432	491	0	0	0
55002	436	478	450	491	0	0	0

#==================BRICK SPRITES===============================
20001	408	225	424	241	0	0	20
#==============================================UI=======================================
#============UI HEART===================
3000	0	17	8	25	0	0	100
#============SIMON HP===================
3001	12	19	15	25	0	0	100
#============ENEMY HP==================
3002	19	19	22	25	0	0	100
#============ENEMY HP==================
3003	26	19	29	25	0	0	100
#============ITEM SQUARE===============
3004	33	19	64	40	0	0	100
#=====dagger
3011	32	3	47	13	-8	-5	100
#=====holy
3012	48	0	63	15	-10	0	100
#=====axe
3013	16	0	31	15	-8	-2	100
#=====boomerang
3014	1	1	14	14	-10	-2	100
# ani_id	sprite1_id	time1	sprite2_id	time2	...
[ANIMATIONS]
# ==== SIMON =========
#idle left
803	40011	100
#idle right
804	40012	100
#walk left 
805	40021	100	40031	100	40041	100
#walk right
806	40022	100	40032	100	40042	100
#jump left
807	40051	100
#jump right
808	40052	100
#damaged left
809	40061	100
#damaged right
810	40062	100
#climp up left
811	40071	100	40081	100
#climp up right
812	40072	100	40082	100
#climp down left
813	40091	100	40101	100
#climp down right
814	40092	100	40102	100
#swip left
815	40111	120	40121	120	40131	120
#swip right
816	40112	120	40122	120	40132	120
#duck left
817	40141	100
#duck right
818	40142	100
#duck swip left
819	40151	100	40161	100	40171	100
#duck swip right
820	40152	100	40162	100	40172	100
#climp stand left
821	40071	100
#climp stand right
822	40072	100
# ==== LAMP =========
# idle
720	42000	100	42001	100
# ==== CANDLE =======
#idle
719	42010	100	42021	100
# ==== HEART =========
# idle
721	44000	100
# ==== WHIPS UPDATE =========
# idle
722	45000	100
# ==== BRICK =========
#idle
601	20001	100
# ==== STAIR =========
#idle
602	20001	100
# ==== ZOOMBIE =========
#run left
900	43011	100	43021 	100
#run right
901	43012	100	43022	100
# ==== BAT	===========
#idle
902	56001	100
#fly left
903	56011	100	56021	100	56031	100
#fly right
904	56012	100	56022	100	56032	100
#===== WOFT =========== 
#idle left
905	57001	100
#idel right
906	57002	100
#jump left
907	57011	100
#jump right
908	57012	100
#run left
909	57021	100	57031	100
#run right
910	57022	100	57032	100
#====== KIGHT ====
#idle left
911	58001	100
#idle right
912	58002	100
#Run left
913	58011	200	58021	200
#run right
914	58012	200	58022	200
#====== BOSS =====
#idle
915	59001	100
#fly
916	59011	80	59021	80
# ============================ DAGGER===================	
# ==== DAGGER PICKER =========
# idle
723	46000	100
# ==== DAGGER FLY LEFT ======
724	47001	100
# ==== DAGGER FLY RIGHT ====
725	47002	100
# ============================ HOLY===================	
# ==== HOLY PICKER =========
# idle
726	48000	100
# ==== HOLY FLY LEFT ======
727	49001	100
# ==== HOLY FLY RIGHT ====
728	49002	100
# ==== HOLY EXPLOID ======
729	50001	200	51001	200	50001	200	51001	200
# ============================ AXE===================	
# ==== AXE PICKER ==========
# idle 
730	52000	100
#===== AXE 
# fly
731	53000	75	53010	75	53020	75	53030	75
#=============================BOOMERANG
# ==== BMR PICKER ==========
#idle
732	54000	100
#fly
733	55000	75	55001	75	55002	75

#
# id	ani1	ani2	ani3
[ANIMATION_SETS]
# SIMON
1	803	804	805	806	817	818	807	808	809	810	811	812	813	814	815	816	819	820	821	822
# LAMP
2	720
# ZOOMBIE
3	900	901
#	HEART
4	721
#	WHIPS UPDATE
5	722
#	DAGGER PICKER
6	723
#	DAGGER 
7	724	725
#	HOLY PICKER
8	726
#	HOLY
9	727	728	729
#	AXE PICKER
10	730
#	AXE
11	731
#	BOOMERANG PICKER
12	732
#	BOOMERANG
13	733
# BRICK 
22	601
# STAIR
23	601
# CANDLE
24	719
#	BAT
25	902	903	904
#	WOFT
26	905	906	907	908	909	910
#	KNIGHT
27	911	912	913	914
#	BOSS
28	915	916
[OBJECTS]
# type	x	y	ani_set_id	extra_settings per object type
# type: 0 = Simon , 1 = Brick, 
# SIMON
0	9	81	1
# LAMP
# HEART
# CANDLE
7	170	95	24
7	280	115	24
7	239	177	24
7	174	177	24
# STAIR
6	105	110	22	144	145	2
6	295	142	22	368	209	2
6	680	142	22	722	177	1
# BRICK 
1	752	48	22
1	752	64	22
1	752	80	22
1	0	112	22
1	16	112	22
1	32	112	22
1	48	112	22
1	64	112	22
1	80	112	22
1	96	112	22
1	128	144	22
1	144	144	22
1	160	144	22
1	176	144	22
1	192	144	22
1	208	144	22
1	224	144	22
1	240	144	22
1	256	144	22
1	272	144	22
1	288	144	22
1	720	144	22
1	736	144	22
1	752	144	22
1	752	160	22
1	672	176	22
1	688	176	22
1	752	176	22
1	752	192	22
1	0	208	22
1	16	208	22
1	32	208	22
1	48	208	22
1	64	208	22
1	80	208	22
1	96	208	22
1	112	208	22
1	128	208	22
1	144	208	22
1	160	208	22
1	176	208	22
1	192	208	22
1	208	208	22
1	224	208	22
1	240	208	22
1	256	208	22
1	272	208	22
1	288	208	22
1	304	208	22
1	320	208	22
1	336	208	22
1	352	208	22
1	368	208	22
1	384	208	22
1	400	208	22
1	416	208	22
1	432	208	22
1	448	208	22
1	464	208	22
1	480	208	22
1	496	208	22
1	512	208	22
1	528	208	22
1	544	208	22
1	560	208	22
1	576	208	22
1	592	208	22
1	608	208	22
1	624	208	22
1	640	208	22
1	656	208	22
1	672	208	22
1	688	208	22
1	704	208	22
1	720	208	22
1	736	208	22
1	752	208	22
1	0	0	22
1	0	16	22
1	0	32	22
1	0	48	22
1	0	64	22
1	0	80	22
1	0	96	22
1	0	112	22
1	0	128	22	
1	0	144	22
1	0	160	22
1	0	176	22
1	0	192	22
1	0	208	22
# --- SCENE PORTAL ----
# type	l	t	ani_set_id	r	b	scene_id
50	754	94	0	767	141	1
[ENEMY]
3	251	178	26
#3	214	184	26
#4	540	100	27
#4	620	123	27
3	681	158	26
5	598	111	28
